city_ascii,country,population
Kittanning,United States,13204
Nanticoke,United States,10279
Kingston,United States,12878
Titusville,United States,5447
Washington,United States,13566
Waynesburg,United States,8269
Downingtown,United States,7928
Butler,United States,38447
Munhall,United States,11158
Mount Carmel,United States,5650
Wyomissing,United States,10454
Carlisle,United States,19259
Dunmore,United States,13069
Mechanicsburg,United States,9016
Altoona,United States,76096
Northampton,United States,9888
Tyrone,United States,7294
Corry,United States,6313
Archbald,United States,6954
Moosic,United States,5742
Bristol,United States,9631
Ashland,United States,7487
Warren,United States,14550
Quarryville,United States,7761
Jefferson Hills,United States,11226
Duquesne,United States,5547
Jeannette,United States,9190
Norwood,United States,5895
Lansdowne,United States,10646
Birdsboro,United States,5167
Steelton,United States,5949
New Castle,United States,39742
McKees Rocks,United States,5950
Glenolden,United States,7161
Indiana,United States,27105
Columbia,United States,10432
Easton,United States,27109
Plum,United States,27258
Pottstown,United States,109437
Baldwin,United States,19610
York,United States,234245
Lewistown,United States,21827
Lebanon,United States,77973
Media,United States,5362
Aliquippa,United States,9006
Chambersburg,United States,52418
Catasauqua,United States,6596
New Kensington,United States,12466
Wilkinsburg,United States,15554
Williamsport,United States,54389
Bellefonte,United States,13138
Hermitage,United States,15635
Erie,United States,188079
Shippensburg,United States,17265
Philadelphia,United States,5637884
Swissvale,United States,8746
Ridley Park,United States,7040
Tamaqua,United States,14429
New Brighton,United States,5785
Ephrata,United States,13885
Dover,United States,1991
Lehighton,United States,5304
Lititz,United States,9415
Hazleton,United States,55444
Castle Shannon,United States,8173
Palmerton,United States,5306
Latrobe,United States,7949
Clairton,United States,6611
Orwigsburg,United States,5416
Greensburg,United States,14299
Brentwood,United States,9398
Monroeville,United States,27716
Turtle Creek,United States,5211
Coatesville,United States,13123
Middletown,United States,9270
Carbondale,United States,8447
Lancaster,United States,404525
Johnstown,United States,64615
Plymouth,United States,5809
Sharon Hill,United States,5704
Dormont,United States,8377
Blakely,United States,6245
Meadville,United States,23148
Pottsville,United States,41138
Perkasie,United States,8555
New Holland,United States,5492
Bloomsburg,United States,51356
Scranton,United States,389022
Hanover,United States,67679
Carnegie,United States,7898
Edinboro,United States,6729
Uniontown,United States,48657
Reading,United States,267300
Du Bois,United States,11378
Selinsgrove,United States,5922
Sunbury,United States,28389
Old Forge,United States,7937
Collegeville,United States,5130
Somerset,United States,11918
Conshohocken,United States,8053
New Cumberland,United States,7318
Huntingdon,United States,11177
Bethel Park,United States,32404
Doylestown,United States,8315
Prospect Park,United States,6491
Whitehall,United States,13733
Kutztown,United States,10095
Phoenixville,United States,16943
Slippery Rock,United States,6578
West Mifflin,United States,19839
California,United States,6364
Palmyra,United States,7527
Emmaus,United States,11454
South Williamsport,United States,6142
Pleasant Hills,United States,8132
Monessen,United States,62833
Philipsburg,United States,9877
Norristown,United States,34510
Pittsburgh,United States,1715297
Ambridge,United States,6724
Taylor,United States,5934
Elizabethtown,United States,11586
Franklin,United States,8984
Lower Burrell,United States,11228
Lock Haven,United States,16855
Yeadon,United States,11505
Darby,United States,10700
Waynesboro,United States,26672
Crafton,United States,5803
Honesdale,United States,5536
Fox Chapel,United States,5309
Hollidaysburg,United States,5767
Allentown,United States,682899
Forest Hills,United States,6354
Kennett Square,United States,6174
Blairsville,United States,6759
West View,United States,6602
Sharon,United States,13259
Beaver Falls,United States,8483
Punxsutawney,United States,6207
Hellertown,United States,5847
Littlestown,United States,6369
Dickson City,United States,5799
Northern Cambria,United States,6109
Clifton Heights,United States,6702
Wilson,United States,7819
Muncy,United States,9299
Franklin Park,United States,14552
Jersey Shore,United States,9222
Stewartstown,United States,5142
Shenandoah,United States,18043
Jim Thorpe,United States,5421
Bangor,United States,5227
Clearfield,United States,10373
Mount Joy,United States,8215
Souderton,United States,7008
Monaca,United States,5522
East Stroudsburg,United States,56771
Portage,United States,6717
Bethlehem,United States,75707
Coraopolis,United States,5530
Oxford,United States,5574
Pittston,United States,7694
Saint Marys,United States,9071
Brookhaven,United States,8039
Bellevue,United States,8159
Collingdale,United States,8791
Bridgeville,United States,5023
Schuylkill Haven,United States,5155
Mount Pocono,United States,23545
Berwick,United States,10086
Wilkes-Barre,United States,40806
Milton,United States,29953
McKeesport,United States,19245
Oakmont,United States,6445
New Freedom,United States,14882
Morrisville,United States,8578
Chester,United States,34077
Ellwood City,United States,12315
Greenville,United States,10061
Ambler,United States,6521
Bradford,United States,11442
Gettysburg,United States,7633
Stroudsburg,United States,5511
Roaring Spring,United States,6842
Shillington,United States,5288
Oil City,United States,14290
Lewisburg,United States,5712
La Quinta,United States,41304
Saint Helena,United States,7168
Pleasant Hill,United States,34987
Pomona,United States,152939
Oakdale,United States,23150
Upland,United States,76999
Riverbank,United States,24740
Brea,United States,42777
San Jacinto,United States,48254
Redding,United States,120270
Exeter,United States,10553
Hercules,United States,25545
Moorpark,United States,36802
Windsor,United States,27548
El Monte,United States,116109
Calistoga,United States,5273
Sebastopol,United States,7666
Clearlake,United States,15751
Burbank,United States,104834
Rancho Santa Margarita,United States,48793
Manhattan Beach,United States,35924
Corning,United States,8473
Maywood,United States,27586
La Habra Heights,United States,5403
East Palo Alto,United States,29765
Lakewood,United States,80967
Irvine,United States,277453
Norco,United States,26761
Rocklin,United States,64838
Salinas,United States,193590
Newark,United States,47531
Apple Valley,United States,73077
Bell Gardens,United States,42747
Lodi,United States,72890
Foster City,United States,34412
Vallejo,United States,173844
Indio,United States,408097
Tiburon,United States,9165
Hesperia,United States,94859
Azusa,United States,49864
Big Bear Lake,United States,5262
Emeryville,United States,11758
Hollister,United States,46183
Buellton,United States,5135
Waterford,United States,9632
Cathedral City,United States,54596
Buena Park,United States,83015
Downey,United States,113092
Williams,United States,5410
El Segundo,United States,16853
Los Altos,United States,30743
Bakersfield,United States,574362
San Bernardino,United States,216995
Encinitas,United States,63184
Loomis,United States,6809
Santa Fe Springs,United States,17980
Paradise,United States,35337
American Canyon,United States,20247
Palm Desert,United States,52932
Whittier,United States,86838
Duarte,United States,21757
Sanger,United States,27582
Chula Vista,United States,270471
Mammoth Lakes,United States,7598
Jackson,United States,7394
Adelanto,United States,34066
Twentynine Palms,United States,13664
Cupertino,United States,60777
Palm Springs,United States,48142
Ukiah,United States,29637
Fullerton,United States,140392
Lompoc,United States,52856
Victorville,United States,346948
Crescent City,United States,15886
Anaheim,United States,352497
Coronado,United States,24417
Wasco,United States,26935
Fillmore,United States,15895
Delano,United States,54471
Campbell,United States,41544
Lynwood,United States,71099
Temecula,United States,114327
Los Gatos,United States,30724
Mendota,United States,11642
Newman,United States,11360
San Anselmo,United States,12580
Kerman,United States,14869
Laguna Woods,United States,16200
Menlo Park,United States,34357
Corona,United States,167836
Walnut Creek,United States,69773
Fresno,United States,698021
Pasadena,United States,142647
San Marcos,United States,96198
Milpitas,United States,78106
Hillsborough,United States,11486
National City,United States,61363
Piedmont,United States,11378
Malibu,United States,12877
Los Alamitos,United States,11603
Hawaiian Gardens,United States,14450
Arcadia,United States,58799
Yreka,United States,7437
Gustine,United States,5844
Fairfield,United States,147582
Firebaugh,United States,8031
Calexico,United States,40351
Porterville,United States,76729
Mission Viejo,United States,600474
Pleasanton,United States,83007
Vista,United States,101568
Mount Shasta,United States,7536
Carson,United States,92735
Tracy,United States,95982
Gardena,United States,60224
Palo Alto,United States,67178
Lomita,United States,20707
Chino Hills,United States,80374
Pacifica,United States,39087
Signal Hill,United States,11622
Santa Maria,United States,140219
Wildomar,United States,36932
Laguna Beach,United States,23147
Santa Barbara,United States,204034
Fort Bragg,United States,10403
Temple City,United States,36367
Orange,United States,140560
Lake Elsinore,United States,66411
Sunnyvale,United States,153656
San Bruno,United States,43299
Suisun,United States,29639
Watsonville,United States,77700
Calabasas,United States,24202
Monterey Park,United States,61044
San Rafael,United States,59070
Costa Mesa,United States,113825
Roseville,United States,135329
Livermore,United States,91030
Desert Hot Springs,United States,43730
Coachella,United States,45443
Sierra Madre,United States,11038
Sausalito,United States,7141
Hughson,United States,7498
Ceres,United States,48697
Holtville,United States,7637
Turlock,United States,107208
Cypress,United States,49064
Blythe,United States,12228
Eureka,United States,45010
Pittsburg,United States,72141
Red Bluff,United States,18709
Gilroy,United States,116235
San Marino,United States,13327
Huntington Park,United States,58822
Rosemead,United States,54554
Colusa,United States,6781
Parlier,United States,15245
Commerce,United States,12947
Arcata,United States,33806
Yucaipa,United States,53683
Norwalk,United States,106084
Ontario,United States,175841
San Carlos,United States,30499
Burlingame,United States,30686
Reedley,United States,48970
Fortuna,United States,13375
Concord,United States,654770
Scotts Valley,United States,11945
Atwater,United States,29397
Torrance,United States,146758
Antioch,United States,302885
Elk Grove,United States,171844
El Centro,United States,112145
South Gate,United States,95430
Moraga,United States,17630
Glendora,United States,52445
Ridgecrest,United States,32579
Laguna Niguel,United States,66334
Sacramento,United States,1854698
Lemoore,United States,26355
Seaside,United States,118110
Los Banos,United States,39122
Folsom,United States,78038
Dixon,United States,20304
Fontana,United States,211815
Cloverdale,United States,9362
Imperial Beach,United States,27418
Lemon Grove,United States,27108
Daly City,United States,107074
Orinda,United States,19730
Riverside,United States,2084749
Brawley,United States,26472
El Cajon,United States,103894
Millbrae,United States,22718
Pacific Grove,United States,15698
Merced,United States,144117
Murrieta,United States,483681
Ojai,United States,7582
Rialto,United States,103562
Woodland,United States,60062
Santa Rosa,United States,321908
Marysville,United States,12413
Palmdale,United States,157519
Saratoga,United States,30905
West Covina,United States,107598
Belmont,United States,27140
Long Beach,United States,469450
Santee,United States,58113
Walnut,United States,30199
Madera,United States,83636
Benicia,United States,28343
Atherton,United States,7238
Brentwood,United States,62433
South Pasadena,United States,25888
Sonora,United States,27995
Monrovia,United States,37061
Rolling Hills Estates,United States,8226
Aliso Viejo,United States,51671
Santa Cruz,United States,177556
Vacaville,United States,100801
Artesia,United States,16904
Stockton,United States,394467
San Juan Capistrano,United States,36064
Lancaster,United States,349218
San Gabriel,United States,40514
Simi Valley,United States,127864
San Dimas,United States,34326
Arvin,United States,21566
Corte Madera,United States,9864
Alameda,United States,79177
Fremont,United States,234962
Fowler,United States,6495
Calipatria,United States,7558
Beaumont,United States,46967
Santa Monica,United States,92306
San Fernando,United States,24714
Camarillo,United States,74682
Susanville,United States,8783
Solana Beach,United States,13444
Fountain Valley,United States,56313
Rancho Cordova,United States,73563
South San Francisco,United States,67429
Richmond,United States,110040
Guadalupe,United States,7370
Escalon,United States,7615
Cotati,United States,7479
Barstow,United States,30606
La Palma,United States,15722
Hermosa Beach,United States,19708
Shasta Lake,United States,10190
Willows,United States,7197
Greenfield,United States,17647
Paramount,United States,54909
Compton,United States,97612
Petaluma,United States,67316
Chowchilla,United States,11740
Yorba Linda,United States,68229
Loma Linda,United States,24196
Pinole,United States,19364
Menifee,United States,90595
Hawthorne,United States,87854
Carpinteria,United States,13622
Ripon,United States,15677
Redwood City,United States,86685
La Canada Flintridge,United States,20413
Eastvale,United States,63211
Rancho Palos Verdes,United States,42364
Selma,United States,44626
Alhambra,United States,85396
Escondido,United States,151969
Morgan Hill,United States,45037
Laguna Hills,United States,31318
Cudahy,United States,24076
Gridley,United States,8424
El Cerrito,United States,25515
Dublin,United States,60939
Santa Clarita,United States,309378
Huron,United States,7311
Manteca,United States,98736
San Francisco,United States,3603761
Woodside,United States,5564
Tustin,United States,80498
Santa Ana,United States,334136
Fairfax,United States,7598
Moreno Valley,United States,207226
Lakeport,United States,16614
Healdsburg,United States,11840
Oakley,United States,41714
San Clemente,United States,65267
Half Moon Bay,United States,23540
Mill Valley,United States,14355
Hemet,United States,176892
Hanford,United States,92066
Glendale,United States,203054
Albany,United States,20143
West Sacramento,United States,53512
Live Oak,United States,8935
Berkeley,United States,122324
Marina,United States,22145
Los Altos Hills,United States,8580
San Luis Obispo,United States,62398
Napa,United States,87032
Baldwin Park,United States,76402
Winters,United States,7775
Davis,United States,76524
La Habra,United States,62466
Lafayette,United States,26440
Rancho Cucamonga,United States,177452
Indian Wells,United States,5404
Newport Beach,United States,86160
Bell,United States,35811
Goleta,United States,31116
Grover Beach,United States,13628
Willits,United States,8031
Culver City,United States,39283
Citrus Heights,United States,87931
Pismo Beach,United States,8237
Taft,United States,15143
Covina,United States,48462
Oakland,United States,425195
West Hollywood,United States,37080
Capitola,United States,10180
Chico,United States,106268
Diamond Bar,United States,56665
Garden Grove,United States,174226
Bellflower,United States,77772
San Mateo,United States,104748
Oceanside,United States,176193
San Diego,United States,3210314
Palos Verdes Estates,United States,13544
San Jose,United States,1821899
South Lake Tahoe,United States,29890
Carlsbad,United States,115330
Redlands,United States,71554
Clovis,United States,109691
Mountain View,United States,81438
Lathrop,United States,22781
Truckee,United States,12418
Monterey,United States,28639
Oxnard,United States,389792
Clayton,United States,12150
Woodlake,United States,7844
Villa Park,United States,5895
Redondo Beach,United States,67908
Gonzales,United States,8466
Orland,United States,9747
Pico Rivera,United States,63522
Stanton,United States,38528
Thousand Oaks,United States,218729
Colton,United States,54828
Shafter,United States,20889
Cerritos,United States,51020
Montclair,United States,39276
Port Hueneme,United States,22327
Claremont,United States,36015
Chino,United States,89797
Orange Cove,United States,10339
Grass Valley,United States,34650
Placentia,United States,52157
Placerville,United States,31260
Lincoln,United States,47674
Anderson,United States,10370
Auburn,United States,34818
Lawndale,United States,33078
Westminster,United States,91564
Patterson,United States,22523
Grand Terrace,United States,12595
Lindsay,United States,16515
Beverly Hills,United States,34484
Union City,United States,75343
Bishop,United States,9630
La Verne,United States,32461
Yucca Valley,United States,25009
Needles,United States,8807
King City,United States,15862
Visalia,United States,234573
San Leandro,United States,90553
Larkspur,United States,12396
Banning,United States,31230
Poway,United States,50041
Los Angeles,United States,12815475
Santa Paula,United States,30747
Dinuba,United States,24034
Modesto,United States,381398
La Mirada,United States,49095
Ione,United States,7730
Rio Vista,United States,8686
Santa Clara,United States,127134
Dana Point,United States,33934
Perris,United States,77879
Rohnert Park,United States,42838
Livingston,United States,14140
Martinez,United States,38373
Inglewood,United States,110598
Imperial,United States,17550
San Ramon,United States,75931
Canyon Lake,United States,11223
Coalinga,United States,15915
Tehachapi,United States,14491
Solvang,United States,16741
Dos Palos,United States,7383
La Puente,United States,40322
Farmersville,United States,10778
South El Monte,United States,20987
Corcoran,United States,22453
Agoura Hills,United States,20692
Soledad,United States,26483
Calimesa,United States,8817
Atascadero,United States,30418
Galt,United States,27571
Arroyo Grande,United States,54620
California City,United States,10794
Danville,United States,44786
Oroville,United States,45655
Huntington Beach,United States,201874
San Pablo,United States,31156
Seal Beach,United States,24326
Tulare,United States,63855
Rancho Mirage,United States,18306
McFarland,United States,15234
Lake Forest,United States,84293
Highland,United States,55342
Sonoma,United States,34089
Kingsburg,United States,12002
Avenal,United States,12425
Morro Bay,United States,10635
Hayward,United States,160500
Yuba City,United States,120186
Novato,United States,55980
La Mesa,United States,60021
Montebello,United States,63192
Fernley,United States,19464
West Wendover,United States,5236
Henderson,United States,302539
Mesquite,United States,17337
Winnemucca,United States,10811
Carson City,United States,57525
Fallon,United States,15867
Boulder City,United States,14741
Las Vegas,United States,2073045
Sparks,United States,100888
North Las Vegas,United States,242975
Elko,United States,21178
Reno,United States,433271
Alamosa,United States,10963
Rifle,United States,11038
Castle Pines,United States,10523
Parker,United States,54202
Vail,United States,6017
Windsor,United States,25330
Denver,United States,2787266
Lone Tree,United States,13566
Edgewater,United States,5308
Fort Morgan,United States,13137
Thornton,United States,136978
Louisville,United States,21128
Fountain,United States,29804
Loveland,United States,76701
Estes Park,United States,7664
Wellington,United States,9429
Eagle,United States,6408
Lakewood,United States,154958
Montrose,United States,22912
Lochbuie,United States,5537
Manitou Springs,United States,5322
Silverthorne,United States,18396
Avon,United States,6541
Superior,United States,12951
Aspen,United States,8521
Centennial,United States,110250
Evans,United States,20470
Erie,United States,24234
Firestone,United States,29254
Delta,United States,7767
Cortez,United States,8603
Wheat Ridge,United States,31294
Craig,United States,9447
Colorado Springs,United States,623946
Berthoud,United States,8889
Trinidad,United States,8148
Durango,United States,19662
Westminster,United States,112812
Grand Junction,United States,136688
La Junta,United States,7983
Frederick,United States,12687
Lafayette,United States,91985
Broomfield,United States,68341
Gunnison,United States,7075
Federal Heights,United States,12744
Greenwood Village,United States,15721
Eaton,United States,5256
Arvada,United States,118807
Aurora,United States,366623
Basalt,United States,9222
Woodland Park,United States,11174
Dacono,United States,5545
Brush,United States,5710
Lamar,United States,7592
Littleton,United States,47734
Sterling,United States,15199
Pagosa Springs,United States,5514
Gypsum,United States,6552
Glenwood Springs,United States,12000
Glendale,United States,5158
Steamboat Springs,United States,13822
Canon City,United States,27368
Castle Rock,United States,62276
Salida,United States,7452
Pueblo,United States,142351
Sheridan,United States,6098
Breckenridge,United States,7791
Fort Lupton,United States,10019
Fruita,United States,13294
Longmont,United States,99398
Fort Collins,United States,303184
Commerce City,United States,55923
Carbondale,United States,7597
Boulder,United States,126054
Englewood,United States,34407
Cherry Hills Village,United States,6644
Leadville,United States,5343
Milliken,United States,7014
Golden,United States,20571
Greeley,United States,133750
Brighton,United States,40562
Florence,United States,7376
Johnstown,United States,21436
Northglenn,United States,38928
Monument,United States,7380
New Castle,United States,5807
Kodiak,United States,9156
Anchorage,United States,253421
Wasilla,United States,10151
Palmer,United States,7209
Soldotna,United States,7304
Kenai,United States,5399
Homer,United States,5697
Fairbanks,United States,64732
Ketchikan,United States,10636
Juneau,United States,25180
Sitka,United States,6875
Pinson,United States,7532
Hoover,United States,84920
Trussville,United States,21827
Bessemer,United States,26386
Spanish Fort,United States,8644
Center Point,United States,16313
Lanett,United States,6271
Phenix City,United States,36219
Sheffield,United States,8930
Hamilton,United States,6646
Gadsden,United States,61656
Calera,United States,13979
Clay,United States,9599
Talladega,United States,13277
Scottsboro,United States,9874
Russellville,United States,9732
Alabaster,United States,33202
Glencoe,United States,5152
Opelika,United States,30240
Pike Road,United States,9322
Tuscaloosa,United States,154204
Sylacauga,United States,17307
Montgomery,United States,255908
Fairhope,United States,20935
Rainbow City,United States,9555
Hartselle,United States,14373
Alexander City,United States,9222
Wetumpka,United States,8310
Mobile,United States,318084
Clanton,United States,5876
Muscle Shoals,United States,14022
Oxford,United States,21180
Selma,United States,21083
Tuscumbia,United States,8398
Satsuma,United States,6154
Northport,United States,25094
Daleville,United States,5122
Pelham,United States,23493
Prattville,United States,35498
Homewood,United States,25476
Montevallo,United States,6636
Gulf Shores,United States,11809
Lincoln,United States,6664
Enterprise,United States,38737
Jacksonville,United States,12612
Robertsdale,United States,8784
Vestavia Hills,United States,34291
Valley,United States,20183
Arab,United States,8244
Dothan,United States,71620
Decatur,United States,68816
Pleasant Grove,United States,10104
Bay Minette,United States,8532
Saraland,United States,14576
Leeds,United States,12031
Chickasaw,United States,5794
Tarrant,United States,6201
Anniston,United States,75169
Brent,United States,5432
Cullman,United States,19114
Auburn,United States,89577
Birmingham,United States,744189
Millbrook,United States,15318
Helena,United States,19072
Pell City,United States,11952
Midfield,United States,5092
Tuskegee,United States,8258
Fort Payne,United States,7048
Oneonta,United States,5432
Demopolis,United States,5907
Atmore,United States,6368
Guntersville,United States,8429
Moody,United States,12956
Attalla,United States,5827
Orange Beach,United States,6029
Athens,United States,29192
Foley,United States,33113
Huntsville,United States,309716
Smiths Station,United States,5418
Brewton,United States,6648
Prichard,United States,21732
Andalusia,United States,6486
Mountain Brook,United States,20381
Daphne,United States,69065
Troy,United States,16782
Jasper,United States,13432
Eufaula,United States,8727
Gardendale,United States,13906
Albertville,United States,37220
Madison,United States,48861
Greenville,United States,5652
Fairfield,United States,10683
Ozark,United States,11678
Hueytown,United States,15460
Southside,United States,8731
Irondale,United States,12468
Chelsea,United States,13011
Boaz,United States,9652
Rainsville,United States,5038
Florence,United States,78112
Fultondale,United States,9190
Springdale,United States,79599
Batesville,United States,12050
Clarksville,United States,7664
Pea Ridge,United States,5721
Centerton,United States,14001
Stuttgart,United States,8685
West Memphis,United States,24860
Osceola,United States,7392
Beebe,United States,7477
Arkadelphia,United States,10428
Bella Vista,United States,28511
Van Buren,United States,23509
Monticello,United States,9665
Jonesboro,United States,73788
Rogers,United States,66430
Heber Springs,United States,6181
North Little Rock,United States,65911
Blytheville,United States,16388
Hot Springs,United States,57819
Camden,United States,10321
Ward,United States,5117
Siloam Springs,United States,21642
Maumelle,United States,18214
Helena-West Helena,United States,9864
Searcy,United States,27180
El Dorado,United States,18086
Little Rock,United States,442699
Benton,United States,35789
Crossett,United States,7096
Marion,United States,12440
Newport,United States,6137
Lowell,United States,9215
Wynne,United States,7348
Sherwood,United States,31081
Forrest City,United States,12728
Farmington,United States,6893
Fayetteville,United States,341890
Conway,United States,72894
Harrison,United States,14096
Mena,United States,5339
Hope,United States,9688
Pine Bluff,United States,46850
Alma,United States,5738
De Queen,United States,6206
Mountain Home,United States,14047
Magnolia,United States,10339
Greenwood,United States,9054
White Hall,United States,5054
Malvern,United States,11751
Warren,United States,5463
Morrilton,United States,6161
Pocahontas,United States,5755
Bryant,United States,20194
Walnut Ridge,United States,6568
Fort Smith,United States,125562
Russellville,United States,34373
Trumann,United States,6951
Bentonville,United States,49298
Cabot,United States,26141
Jacksonville,United States,28513
Paragould,United States,26858
Texarkana,United States,30259
Barre,United States,20735
Winooski,United States,7237
Montpelier,United States,7484
Burlington,United States,108277
Saint Albans,United States,8892
South Burlington,United States,19141
Essex Junction,United States,10691
Rutland,United States,18571
Bellows Falls,United States,5464
East Alton,United States,6100
Homer Glen,United States,24591
Waterloo,United States,10135
Chicago Ridge,United States,14186
Libertyville,United States,20490
Elburn,United States,5863
Willow Springs,United States,5643
New Lenox,United States,26575
Burbank,United States,28793
Algonquin,United States,31017
Hanover Park,United States,37982
Lockport,United States,25434
Quincy,United States,44860
Harvey,United States,24908
South Holland,United States,21732
Maywood,United States,23640
Mokena,United States,20293
Long Grove,United States,8026
Elk Grove Village,United States,32776
Countryside,United States,5964
Cicero,United States,82552
Peoria Heights,United States,5858
Montgomery,United States,19701
Addison,United States,36820
Harrisburg,United States,9168
Oak Brook,United States,8077
Vandalia,United States,7277
Dwight,United States,5073
River Forest,United States,11132
Milan,United States,5061
Frankfort,United States,19009
Evanston,United States,74756
Chatham,United States,12624
Godfrey,United States,17650
Freeport,United States,24412
Clinton,United States,8200
Arlington Heights,United States,75634
Deerfield,United States,18946
Markham,United States,12538
Charleston,United States,20968
Channahon,United States,12805
Hillside,United States,8043
Spring Valley,United States,5239
Chicago,United States,8675982
DeKalb,United States,67500
Marengo,United States,7576
Lincolnshire,United States,7336
Posen,United States,5914
Benton,United States,7642
Wood River,United States,10263
Anna,United States,5729
West Frankfort,United States,8703
Carpentersville,United States,38162
Mattoon,United States,18293
Washington,United States,16811
Taylorville,United States,13014
Beach Park,United States,13995
Hickory Hills,United States,13950
Elgin,United States,112456
Lynwood,United States,9279
Berwyn,United States,55550
Mendota,United States,6929
Lemont,United States,17075
Morris,United States,16834
Oak Forest,United States,27685
Hazel Crest,United States,13837
Naperville,United States,147682
Granite City,United States,28746
Jerseyville,United States,8777
Peoria,United States,262010
Sycamore,United States,18022
Crystal Lake,United States,40421
Maryville,United States,7900
Pontoon Beach,United States,5664
Belleville,United States,41649
Du Quoin,United States,6150
Pinckneyville,United States,5413
Volo,United States,5462
Hillsboro,United States,7062
Bensenville,United States,18330
Mount Vernon,United States,15672
River Grove,United States,10093
Park Ridge,United States,37494
Metropolis,United States,6198
Columbia,United States,10274
Willowbrook,United States,8521
Calumet Park,United States,7757
Centralia,United States,16525
Galesburg,United States,34406
Sauk Village,United States,10452
Mundelein,United States,31385
Silvis,United States,7571
Midlothian,United States,14634
Coal City,United States,5369
Harwood Heights,United States,8505
Morton Grove,United States,23142
Breese,United States,5856
Justice,United States,12836
Lansing,United States,27962
Lisle,United States,22912
Centreville,United States,5012
Westmont,United States,24756
Melrose Park,United States,25197
Plainfield,United States,43926
Broadview,United States,7781
Joliet,United States,148462
Carterville,United States,5827
Prospect Heights,United States,16180
Morton,United States,16301
Brookfield,United States,18694
Lakemoor,United States,6048
Minooka,United States,11307
Lindenhurst,United States,14467
Edwardsville,United States,24967
Glenview,United States,47659
Clarendon Hills,United States,8712
Peru,United States,30611
Vernon Hills,United States,26253
Streator,United States,17050
Bloomingdale,United States,22016
Normal,United States,54284
Collinsville,United States,24703
Monee,United States,5119
Rolling Meadows,United States,23988
Litchfield,United States,6810
Stickney,United States,6694
Dolton,United States,22793
Wood Dale,United States,13798
Danville,United States,48518
Gurnee,United States,30767
Rockton,United States,7473
Antioch,United States,14235
Summit,United States,11278
Lake Zurich,United States,19903
Glenwood,United States,8880
La Salle,United States,9120
Mount Zion,United States,5820
Northfield,United States,5470
Orland Park,United States,58765
Lawrenceville,United States,7161
Bellwood,United States,19019
Elmhurst,United States,46662
Forest Park,United States,13951
Island Lake,United States,8116
Riverside,United States,8742
Bourbonnais,United States,18420
Saint Joseph,United States,5037
Round Lake,United States,18444
Flossmoor,United States,9332
Alsip,United States,19079
Streamwood,United States,39978
Warrenville,United States,13269
Plano,United States,11588
Yorkville,United States,19388
Sterling,United States,27695
Lombard,United States,43745
Sandwich,United States,7387
Troy,United States,10176
Savoy,United States,8272
Orland Hills,United States,7152
East Saint Louis,United States,26662
Swansea,United States,13518
Chillicothe,United States,6145
Bridgeview,United States,16335
Wilmington,United States,5691
Palos Hills,United States,17358
Geneseo,United States,6477
Moline,United States,42231
West Dundee,United States,7352
Carbondale,United States,67807
Bartlett,United States,41149
West Chicago,United States,27182
Rantoul,United States,13884
Springfield,United States,159394
Saint Charles,United States,32714
Roscoe,United States,10505
Pekin,United States,32731
Carol Stream,United States,39989
Westchester,United States,16461
Hawthorn Woods,United States,8412
Park City,United States,7513
Huntley,United States,27207
Hinsdale,United States,17705
Lyons,United States,10585
Skokie,United States,63978
Spring Grove,United States,5725
Northlake,United States,12364
Canton,United States,13972
Johnsburg,United States,6317
Niles,United States,29482
Braidwood,United States,22791
Byron,United States,6783
Cahokia,United States,14151
Oak Park,United States,52261
Dixon,United States,16288
East Moline,United States,21109
South Beloit,United States,7673
Monticello,United States,5417
Herrin,United States,12880
Carmi,United States,5281
Effingham,United States,14092
Richton Park,United States,13505
Machesney Park,United States,22733
Bolingbrook,United States,75201
Highland Park,United States,29767
Palos Heights,United States,12403
Batavia,United States,26563
Homewood,United States,19089
Ottawa,United States,19967
Tinley Park,United States,56668
Shiloh,United States,13090
Loves Park,United States,23387
Lake Bluff,United States,5662
Waukegan,United States,87729
Chicago Heights,United States,29901
South Elgin,United States,22549
Pana,United States,5612
Marion,United States,17762
Itasca,United States,9416
Rock Falls,United States,8911
Downers Grove,United States,49540
Pontiac,United States,12196
Rock Island,United States,38110
Park Forest,United States,21682
Mascoutah,United States,7886
Schiller Park,United States,11640
La Grange,United States,15581
Schaumburg,United States,74184
McHenry,United States,26911
Robbins,United States,5486
Princeton,United States,7961
Northbrook,United States,33400
Salem,United States,7954
Rochelle,United States,10849
Woodridge,United States,33598
Oak Lawn,United States,56087
Steger,United States,9411
Oswego,United States,34833
Wilmette,United States,27418
Champaign,United States,156794
Berkeley,United States,5130
University Park,United States,7006
Campton Hills,United States,11282
Bradley,United States,15344
Colona,United States,5133
Glen Ellyn,United States,28045
Winnetka,United States,12480
Gillespie,United States,5089
Murphysboro,United States,9173
Urbana,United States,41989
Elmwood Park,United States,24537
Lake Villa,United States,8716
Kankakee,United States,78001
Hampshire,United States,5270
Manhattan,United States,7776
Burr Ridge,United States,10818
Lincolnwood,United States,12483
Wauconda,United States,13737
Riverdale,United States,13352
Robinson,United States,7628
Crete,United States,8165
Crestwood,United States,10846
Genoa,United States,6446
Bartonville,United States,6250
Fairview Heights,United States,16588
Zion,United States,23952
Shorewood,United States,17249
Calumet City,United States,36633
Glencoe,United States,8900
Wheaton,United States,53373
Poplar Grove,United States,5093
